FID,type_fp,type_sk,program,org_phone,distadd,distboro,distzip,dist_location_info,fp_days_orig,fp_hours_orig,sk_days_orig,sk_hours_orig,fp_mon,fp_mon_open1,fp_mon_close1,fp_mon_open2,fp_mon_close2,fp_tue,fp_tue_open1,fp_tue_close1,fp_tue_open2,fp_tue_close2,fp_wed,fp_wed_open1,fp_wed_close1,fp_wed_open2,fp_wed_close2,fp_thu,fp_thu_open1,fp_thu_close1,fp_thu_open2,fp_thu_close2,fp_fri,fp_fri_open1,fp_fri_close1,fp_fri_open2,fp_fri_close2,fp_sat,fp_sat_open1,fp_sat_close1,fp_sat_open2,fp_sat_close2,fp_sun,fp_sun_open1,fp_sun_close1,fp_sun_open2,fp_sun_close2,sk_mon,sk_mon_open1,sk_mon_close1,sk_mon_open2,sk_mon_close2,sk_tue,sk_tue_open1,sk_tue_close1,sk_tue_open2,sk_tue_close2,sk_wed,sk_wed_open1,sk_wed_close1,sk_wed_open2,sk_wed_close2,sk_thu,sk_thu_open1,sk_thu_close1,sk_thu_open2,sk_thu_close2,sk_fri,sk_fri_open1,sk_fri_close1,sk_fri_open2,sk_fri_close2,sk_sat,sk_sat_open1,sk_sat_close1,sk_sat_open2,sk_sat_close2,sk_sun,sk_sun_open1,sk_sun_close1,sk_sun_open2,sk_sun_close2,fp_notes,sk_notes,CreationDate,Creator,EditDate,Editor,GlobalID,lat,lon,address_score,subregion,status,program_type,fp_mon_open3,fp_mon_close3,fp_tue_open3,fp_tue_close3,fp_wed_open3,fp_wed_close3,fp_thu_open3,fp_thu_close3,fp_fri_open3,fp_fri_close3,fp_sat_open3,fp_sat_close3,fp_sun_open3,fp_sun_close3,sk_mon_open3,sk_mon_close3,sk_tue_open3,sk_tue_close3,sk_wed_open3,sk_wed_close3,sk_thu_open3,sk_thu_close3,sk_fri_open3,sk_fri_close3,sk_sat_open3,sk_sat_close3,sk_sun_open3,sk_sun_close3,geometry,geoid,nta2020,id
69,FP,,HANSON PLACE SEVENTH DAY ADVENTIST CHURCH (FP),(718) 230-0229,"88 Hanson Pl, Brooklyn, NY, 11217, USA",BK,11217,,THUR,1:30-5PM,,,closed,,,,,closed,,,,,closed,,,,,open,01:30 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1726041623120,maps.nyc.data,afb2ec47-38f9-443e-871d-ce8451dc5a68,40.685432837664,-73.974032259534,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.974032259534 40.685432837664),36047017900,BK0203,34
70,FP,,HEALTH ESSENTIAL ASSOCIATION CPMM,(646) 515-6898,"2336 86th St, Brooklyn, New York, 11214",BK,11214,,"THUR (1,3)",10AM-12PM,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st and 3rd Thursdays,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,45a65375-8a8d-435c-931a-5fad8ea5a621,40.5998786262236,-73.9907439304473,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9907439308705 40.5998786264754),36047030000,BK1103,35
73,FP,,HOLY CROSS FOOD PANTRY - BROOKLYN,(718) 469-5900,"2530 Church Ave, Brooklyn, New York, 11226",BK,11226,,"TUE,THUR",2-3:30PM,,,closed,,,,,open,02:00 PM,03:30 PM,,,closed,,,,,open,02:00 PM,03:30 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1733994033916,maps.nyc.data,959e4f6c-a87f-44f5-99c9-0157422df7eb,40.650442624768,-73.953526184873,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.953526184873 40.650442624768),36047079400,BK1701,36
76,FP,,HOPE CENTER DEVELOPMENT CORPORATION,(718) 385-1043,"414 E 95th St, Brooklyn, New York, 11212",BK,11212,,"SAT(1,2,3,4)",11AM-1:30PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,01:30 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st 2nd 3rd 4th Saturdays,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,61e25194-a5ae-478c-ab55-c992447b832e,40.6570453432654,-73.9186232694977,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9186232694949 40.6570453435887),36047088600,BK1704,37
78,FP,,HOREB SEVENTH DAY ADVENTIST COMMUNITY SERVICES,(718) 778-7373,"520 Kingston Ave, Brooklyn, New York, 11225",BK,11225,,TUE,10-11AM,,,closed,,,,,open,10:00 AM,11:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,21178803-e2f4-4e06-b5c6-88e5fb29fc60,40.66105688021568,-73.94282819421163,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9428281942116 40.6610568802157),36047080600,BK0902,38
80,FP,,ICNA RELIEF USA FOOD PANTRY,(718) 658-2028,"273 Neptune Ave, Brooklyn, NY, 11235, USA",BK,11235,,MON,11AM-1PM,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1688413876811,maps.nyc.data,ef099605-7261-46bf-8091-292bfbe6d725,40.581346950764,-73.963456896117,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.963456896117 40.581346950764),36047036600,BK1303,39
82,FP,,IMMANUEL FIRST SPANISH UNITED METHODIST CHURCH,(718) 624-3300,"424 Dean St, Brooklyn, New York, 11217",BK,11217,,TUE,1-2:45PM,,,closed,,,,,open,01:00 PM,02:45 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,c90efb84-e90b-40bd-8123-6481146ed7f0,40.6822239517617,-73.9771723719207,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9771723722042 40.6822239516964),36047012901,BK0602,40
83,FP,,INTERNATIONAL PENTECOSTAL CITY MISSION,(718) 342-9005,"9202 Church Ave, Brooklyn, New York, 11236",BK,11236,,SAT,11AM-1PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,c4c7551e-3d46-44cc-b92f-817fb8b7c383,40.6538787021553,-73.9180204430213,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9180204433454 40.653878702121),36047088800,BK1704,41
87,FP,,LADIES IN WAITING,(718) 469-8816,"276 Fenimore St, Brooklyn, New York, 11225",BK,11225,,TUE,10AM-1PM,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,7bb86688-9a3a-4d08-8045-b46ef1b3229a,40.6583750902947,-73.9536245045967,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9536245048782 40.6583750903686),36047080200,BK0902,42
88,FP,,LAS MARAVILLAS DEL EXODO,(347) 691-8340,"302 Elton St, Brooklyn, New York, 11208",BK,11208,,WED,9AM-12PM,,,closed,,,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,890604e9-b028-4a26-a4bf-b757de22343d,40.67585638755739,-73.88405194221254,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8840519422125 40.6758563875574),36047116600,BK0502,43
89,FP,,LIFEBRIDGENY/BKPANTRY,(718) 233-5004,"1895 Flatbush Ave, Brooklyn, New York, 11210",BK,11210,,TUE-FRI,10AM-6PM,,,closed,,,,,open,10:00 AM,06:00 PM,,,open,10:00 AM,06:00 PM,,,open,10:00 AM,06:00 PM,,,open,10:00 AM,06:00 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,046c8eec-004d-499f-b398-ffc23256d338,40.6235013858525,-73.9375453320972,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.937545332334 40.6235013857412),36047073600,BK1801,44
91,FP,,LITTLE JERUSALEM HOUSE OF PRAYER,(917) 992-5975,"447 Herzl St, Brooklyn, New York, 11212",BK,11212,,"SAT (2,4)",1-2PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:00 PM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open 2nd & 4th Saturday,,1680892750097,rwrenner_nyc,1735635620153,maps.nyc.data,28556d48-ee94-447b-a12a-c4d2ab1ef71d,40.658941581221,-73.91270614877,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.91270614877 40.658941581221),36047089600,BK1602,45
93,FP,,MAKE THE ROAD NEW YORK              (BK),(718) 418-7690,"301 Grove St, Brooklyn, NY, 11237, USA",BK,11237,,"MON,FRI(APPT ONLY)",9:30AM-2:30PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:00 AM,11:00 AM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,03c7d75f-7f7c-45f2-8bc3-9f0b86f09d8b,40.6984242008526,-73.91579739466114,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9157973946611 40.6984242008526),36047043300,BK0402,46
94,FP,,MAMRE ENRICHMENT PROGRAM (FP),(646) 617-8775,"1623 Utica Ave, Brooklyn, New York, 11234",BK,11234,,"WED(3),SUN(1ST)",10AM-12PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD SUNDAY ONLY,,1680892750097,rwrenner_nyc,1732006821950,maps.nyc.data,6702483d-2258-44b4-8ce9-4e8b43adb64d,40.632633175995,-73.928144440953,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.928144440953 40.632633175995),36047072200,BK1801,47
97,FP,,MOUNT CARMEL WORSHIP AND OUTREACH CENTER (FP),(917) 982-7987,"784 E 46th St, Brooklyn, New York, 11203",BK,11203,,MON,12-2PM,,,open,12:00 PM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1705050013610,maps.nyc.data,aa6ffb17-920a-491e-a127-625cc7173034,40.642163441815,-73.933387908122,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.933387908122 40.642163441815),36047083800,BK1702,48
99,FP,,MOVEMENT OF PENTECOSTAL CHRISTIAN CHURCH,(347) 219-0947,"90 92nd St, Brooklyn, New York, 11209",BK,11209,,SUN,12:30-2PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:30 PM,02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,bf908c4e-bbc5-4fb8-ace5-f01b2b5d3c74,40.620561271594,-74.038228767017,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.038228767017 40.620561271594),36047005202,BK1001,49
100,FP,,MT. HEBRON CHURCH OF CHRIST (FP),(347) 454-4915,"905 Sutter Ave, Brooklyn, NY, 11207, USA",BK,11207,,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:30 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH THURSDAY ONLY,,1680892750097,rwrenner_nyc,1745568020671,maps.nyc.data,41296a05-c133-4c17-98ee-6d9a999ea5cc,40.671011312246,-73.884983004017,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.884983004017 40.671011312246),36047116200,BK0502,50
104,FP,,MUNA SOCIAL SERVICE INC (FPH),(347) 400-2644,"1033 Glenmore Ave, Brooklyn, New York, 11208",BK,11208,,"TUE, SAT ",1-5PM,,,closed,,,,,closed,,,,,open,03:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1734512421307,maps.nyc.data,cc76d169-c2a8-498f-ad8c-8dccb6469eae,40.676876507083,-73.871840598933,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.871840598933 40.676876507083),36047119600,BK0505,51
105,FP,,NEW LIFE SEVENTH DAY ADVENTIST CHURCH,(718) 385-0463,"885 Thomas S Boyland St, Brooklyn, New York, 11212",BK,11212,,SUN/MON/TUE,8-10AM/5-7PM/6-8PM,,,open,05:00 PM,07:00 PM,,,open,06:00 PM,08:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:00 AM,10:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,5314660a-f4dd-4079-b190-79e6701854c4,40.65869268060601,-73.91063858471375,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9106385847138 40.658692680606),36047091600,BK1602,52
106,FP,,NEWMAN MEMORIAL UNITED METHODIST CHURCH COMMUNITY DEVELOPMENT CORPORATION,(718) 622-7955,"257 Macon St, Brooklyn, New York, 11216",BK,11216,,WED,10AM-1PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,02:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,68ee3079-5494-46f6-9789-6a3527e0046d,40.68219650102881,-73.94101862513507,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9410186251351 40.6821965010288),36047026900,BK0301,53
107,FP,,NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION (83344),(718) 453-9490,"376 Throop Ave, Brooklyn, New York, 11221",BK,11221,,"TUE,THUR",9AM-12PM,,,closed,,,,,open,09:00 AM,12:00 PM,,,closed,,,,,open,09:00 AM,12:00 PM,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1695283217670,maps.nyc.data,860ab6f6-4cf0-471e-ac0d-8592a5d78b68,40.691356747733,-73.942750913064,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.942750913064 40.691356747733),36047026100,BK0301,54
108,FP,,OPEN DOOR FAMILY LIFE CENTER INC,(718) 455-3545,"999 Greene Ave, Brooklyn, New York, 11221",BK,11221,,SAT,8:30-10:30AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:30 AM,10:30 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,201f721c-636b-4c16-bbff-299db77cab30,40.691297110492,-73.9270092798057,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9270092798274 40.6912971102244),36047038700,BK0302,55
109,FP,,OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC,(347) 822-0714,"474 Shepherd Ave, Brooklyn, New York, 11208",BK,11208,,"SAT (1,3)",12:30-1:30PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:00 PM,02:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd Saturday in the month,,1680892750097,rwrenner_nyc,1708506015263,maps.nyc.data,b2beb47a-9745-4a4f-9ff2-11f7cb33baab,40.672654458635,-73.880570183452,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.880570183452 40.672654458635),36047116400,BK0502,56
110,FP,,OUR LADY OF ANGELS HUMAN SERVICES,(718) 726-9790,"336 73rd St, Brooklyn, New York, 11209",BK,11209,,WED,9:30AM-12PM&1:30-3PM,,,closed,,,,,closed,,,,,open,09:30 AM,12:00 PM,01:30 PM,03:00 PM,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,3e87d470-ecd0-4a45-a339-37ba00901a1a,40.6324515820632,-74.026148167451,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.0261481675582 40.6324515823184),36047006600,BK1001,57
111,FP,,OUR LADY OF MERCY CHURCH (FP),(347) 957-2450,"680 Mother Gaston Blvd, Brooklyn, New York, 11212",BK,11212,,"MON,FRI",9-11AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:30 AM,11:30 AM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1759996817596,maps.nyc.data,77d0144f-e95c-4af6-a43d-1bcf23dd4959,40.662055248703,-73.905076689043,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.905076689043 40.662055248703),36047091800,BK1602,58
112,FP,,OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER,(718) 257-2400,"757 E 86th St, Brooklyn, New York, 11236",BK,11236,,SAT,10-11:30AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,11:30 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,1f9d4e2e-d1ff-4742-8cd3-62d4e3811e3d,40.6388220799336,-73.9092268207619,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9092268206561 40.6388220800759),36047095800,BK1803,59
113,FP,,OUR LADY OF REFUGE R.C. CHURCH (FP),(718) 434-2090,"2020 Foster Ave, Brooklyn, New York, 11210",BK,11210,,,,,,closed,,,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1725523228650,maps.nyc.data,cb12a88f-b43d-47e1-882e-e0a5e938830b,40.63650066994,-73.957710682395,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.957710682395 40.63650066994),36047077000,BK1401,60
115,FP,,PAYO FOOD PANTRY,(718) 713-2000,"1045 Coney Island Ave, Brooklyn, New York, 11230",BK,11230,,THUR,3-5PM,,,closed,,,,,closed,,,,,closed,,,,,open,03:00 PM,05:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,2c6b0568-09cb-4d8e-af17-165e156d32d8,40.6321952634641,-73.9665352338769,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9665352340754 40.632195263552),36047046000,BK1402,61
116,FP,,BAY RIDGE COMMMUNITY DEVELOPMENT CENTER (BRCDC) ,(347) 560-6700,9818 FORT HAMILTON PARKWAY,BK,11209,,MON-FRI,8AM-6PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,02:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1732093220663,maps.nyc.data,6bd1fcf7-6a60-4047-ab58-c35162a86ff0,40.612839688832,-74.031330949641,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.031330949641 40.612839688832),36047016200,BK1001,62
118,FP,,BAY VIEW HOUSES RESIDENT ASSOCIATION,(347) 307-0030,"2085 Rockaway Pkwy, Brooklyn, New York, 11236",BK,11236,,THUR,10AM-2PM,,,closed,,,,,closed,,,,,closed,,,,,open,09:30 AM,12:30 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1749715214302,maps.nyc.data,913fae1f-3204-4eea-a358-0924fbc97604,40.632865564261,-73.886955349653,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.886955349653 40.632865564261),36047103401,BK1803,63
119,FP,,BEDFORD CENTRAL PRESBYTERIAN CHURCH,(718) 467-0740,"1200 Dean St, Brooklyn, New York, 11216",BK,11216,,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:30 AM,02:30 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND & 4TH THURSDAY ONLY,,1680892750097,rwrenner_nyc,1728633619936,maps.nyc.data,488ba78a-9307-4dfd-97b3-1a3b818a32cf,40.676728943678,-73.949583589076,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.949583589076 40.676728943678),36047031500,BK0802,64
121,FP,,BETHANIE FRENCH SEVENTH-DAY ADVENTIST CHURCH,(929) 340-4778,"2059 Bedford Ave, Brooklyn, New York, 11226",BK,11226,,FRI,2-4PM,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD THURSDAY OF THE MONTH ONLY,,1680892750097,rwrenner_nyc,1729238421086,maps.nyc.data,8f4478ed-861a-41a1-9875-1805ca75ecb9,40.654484001293,-73.956077049466,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.956077049466 40.654484001293),36047082200,BK1701,65
122,FP,,BETHLEM NATION'S FOOD PANTRY,(718) 257-8300,"1962 Linden Blvd, Brooklyn, New York, 11207",BK,11207,,SAT (4TH ONLY),12-2PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONLY OPEN 4TH SATURDAY OF THE MONTH,,1680892750097,rwrenner_nyc,1732093220663,maps.nyc.data,74286c74-891c-458e-8f7c-235162b4a6eb,40.658848374458,-73.889329607547,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.889329607547 40.658848374458),36047110400,BK0503,66
123,FP,,BEULAH CHURCH OF GOD IN CHRIST JESUS,(718) 636-8500,"956 Marcy Ave, Brooklyn, New York, 11216",BK,11216,,,,,,closed,,,,,open,10:30 AM,01:00 PM,,,closed,,,,,open,10:30 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1725436827791,maps.nyc.data,20bfdf5a-ee50-4ddc-a36c-8bdade6296d1,40.680625564736,-73.946439369557,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.946439369557 40.680625564736),36047024900,BK0301,67
125,FP,,BLESSED ASSURANCE CHURCH OF GOD BLESSED ASSURANCE CHARITY INC,(917) 889-4654,"2093 Fulton St, Brooklyn, New York, 11233",BK,11233,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1731488421804,maps.nyc.data,8f2ac5dd-e585-4763-a13d-5253d3ca9c75,40.678342962953,-73.909298905129,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.909298905129 40.678342962953),36047036900,BK1601,68
126,FP,,BLESSED SACRAMENT CHURCH (BKLYN),(718) 827-1200,"198 Euclid Ave, Brooklyn, NY, 11208, USA",BK,11208,,WED,9:30-11:30AM,,,closed,,,,,closed,,,,,open,09:30 AM,11:30 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1732093220663,maps.nyc.data,e08cfb51-c458-4b59-a756-541ce2c8c55d,40.683681103719,-73.874456088,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.874456088 40.683681103719),36047117601,BK0501,69
129,FP,,BROOKLYN MEAL SHARE (FP),,"1323 Foster Ave, Brooklyn, New York, 11230",BK,11230,,"SAT,SUN",4-6PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,05:00 PM,07:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1712995228639,maps.nyc.data,eb537f82-04f7-4acc-b6b9-e3552c5e985c,40.633708741811,-73.964178494161,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.964178494161 40.633708741811),36047052000,BK1402,70
130,FP,,BROOKLYN RESCUE MISSION URBAN HARVEST CENTER INC (FP),(917) 426-3001,"426 Decatur St, Brooklyn, NY, 11233, USA",BK,11233,,,,,,closed,,,,,open,10:00 AM,11:30 AM,,,open,10:00 AM,11:30 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1758009619105,maps.nyc.data,0a3af9c8-f2cf-4299-8935-a1d8ae0a0a28,40.682228771356,-73.925767333212,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.925767333212 40.682228771356),36047038100,BK0302,71
